Mes,CustomerID,Year_Birth,Columna Extra D,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,Columna Extra M,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
Febrero,10642,1989,D,Graduation,Single,30279.0,1,0,2012-12-30,13,10,M,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,2106,1974,D,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,M,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,10364,1959,D,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,M,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,5954,1972,D,Master,Divorced,42618.0,1,0,2013-10-09,92,76,M,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0
Febrero,1137,1964,D,Graduation,Single,81246.0,0,0,2013-12-29,87,398,M,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0
Febrero,2541,1976,D,Graduation,Married,24027.0,1,0,2013-06-09,7,14,M,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,1142,1953,D,PhD,Married,55707.0,0,1,2013-12-22,91,208,M,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0
Febrero,2276,1955,D,Graduation,Single,57959.0,0,1,2013-05-02,71,430,M,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0
Febrero,2807,1969,D,Graduation,Married,56796.0,0,1,2013-02-16,24,656,M,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0
Febrero,6471,1971,D,Master,Single,36230.0,1,0,2013-10-17,17,14,M,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,6131,1980,D,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,M,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0
Febrero,6233,1976,D,Graduation,Married,65991.0,0,1,2012-09-07,21,507,M,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0
Febrero,4148,1972,D,Graduation,Married,38988.0,1,2,2012-08-20,90,164,M,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0
Febrero,4947,1966,D,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,M,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1
Febrero,3225,1984,D,Master,Married,42207.0,1,0,2013-04-01,71,116,M,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1
Febrero,7540,1952,D,Graduation,Married,50300.0,0,1,2014-05-25,52,143,M,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0
Febrero,10648,1982,D,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,M,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0
Febrero,1992,1964,D,Graduation,Married,60597.0,0,1,2014-01-01,2,522,M,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1
Febrero,7851,1949,D,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,M,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0
Febrero,8594,1958,D,PhD,Widow,50520.0,0,1,2014-01-28,25,112,M,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0
Febrero,7059,1963,D,Graduation,Married,80124.0,0,0,2014-06-26,47,483,M,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0
Febrero,2815,1975,D,Graduation,Married,33183.0,1,0,2014-02-24,46,7,M,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,2416,1969,D,PhD,Single,66582.0,0,0,2014-03-03,83,789,M,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0
Febrero,7999,1955,D,PhD,Together,75261.0,0,0,2013-04-23,17,1239,M,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1
Febrero,9213,1970,D,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,M,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,9697,1951,D,Graduation,Married,53790.0,0,2,2014-03-06,86,335,M,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0
Febrero,3916,1971,D,PhD,Together,49269.0,1,0,2012-08-15,92,639,M,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0
Febrero,2021,1975,D,Graduation,Married,61456.0,0,1,2013-03-27,47,563,M,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0
Febrero,1581,1980,D,Graduation,Married,37406.0,1,0,2013-10-10,18,2,M,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1
Febrero,564,1981,D,PhD,Together,56937.0,1,0,2012-08-04,81,746,M,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1
Febrero,6619,1978,D,Graduation,Married,38415.0,1,1,2013-01-02,91,22,M,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,9081,1988,D,Graduation,Single,20518.0,1,0,2014-05-18,58,4,M,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0
Febrero,178,1956,D,Graduation,Married,62503.0,0,1,2013-02-18,40,478,M,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0
Febrero,916,1972,D,PhD,Single,41644.0,1,1,2014-05-09,67,20,M,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0
Febrero,5512,1977,D,Master,Married,55842.0,0,1,2014-05-23,19,451,M,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0
Febrero,8970,1972,D,PhD,Married,62010.0,0,1,2012-10-23,93,371,M,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0
Febrero,10581,1977,D,Graduation,Married,41124.0,1,0,2012-10-31,41,281,M,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0
Febrero,5300,1973,D,Master,Married,38961.0,1,0,2013-12-30,60,19,M,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0
Febrero,5154,1972,D,Master,Divorced,37760.0,1,0,2013-08-11,54,26,M,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8346,1974,D,Graduation,Single,32233.0,1,0,2012-08-19,26,138,M,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1
Febrero,1676,1975,D,Graduation,Married,43057.0,0,1,2013-10-30,30,213,M,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0
Febrero,9286,1960,D,Master,Together,83151.0,0,0,2012-10-10,93,407,M,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0
Febrero,2426,1964,D,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,M,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1
Febrero,5172,1976,D,Master,Together,65104.0,0,1,2013-11-14,4,738,M,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0
Febrero,5562,1974,D,Graduation,Married,60093.0,0,1,2013-06-26,92,502,M,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0
Febrero,3436,1969,D,Graduation,Married,14045.0,1,0,2014-01-26,24,11,M,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,3921,1952,D,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,M,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,3403,1958,D,PhD,Together,78952.0,0,1,2012-09-24,11,1170,M,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0
Febrero,22,1976,D,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,M,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0
Febrero,10965,1955,D,Graduation,Together,76005.0,0,0,2013-02-22,72,983,M,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0
Febrero,9426,1964,D,Master,Single,58308.0,0,1,2013-01-12,77,691,M,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0
Febrero,6605,1944,D,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,M,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0
Febrero,3136,1962,D,Master,Divorced,59432.0,0,1,2013-04-13,88,317,M,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0
Febrero,8737,1978,D,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,M,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0
Febrero,11088,1971,D,PhD,Together,78642.0,0,1,2013-04-21,83,1396,M,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0
Febrero,716,1949,D,PhD,Together,67911.0,0,1,2014-05-22,63,529,M,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0
Febrero,466,1944,D,Graduation,Married,65275.0,0,0,2013-04-03,9,388,M,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0
Febrero,9135,1950,D,Graduation,Together,27203.0,1,1,2012-08-06,92,13,M,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0
Febrero,10623,1961,D,Master,Together,48330.0,0,1,2013-11-15,2,28,M,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,8151,1990,D,Basic,Married,24279.0,0,0,2012-12-29,6,16,M,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0
Febrero,5140,1985,D,PhD,Married,64355.0,1,0,2012-08-24,66,1047,M,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0
Febrero,10160,1956,D,Master,Together,50943.0,0,1,2013-06-21,49,31,M,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,4945,1953,D,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,M,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0
Febrero,10584,1976,D,Graduation,Married,65665.0,0,1,2013-12-02,77,225,M,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0
Febrero,6071,1989,D,Graduation,Single,81217.0,0,0,2013-07-19,77,493,M,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0
Febrero,3386,1992,D,Graduation,Married,34935.0,0,0,2013-06-21,71,34,M,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,8939,1959,D,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,M,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0
Febrero,9925,1981,D,PhD,Together,39665.0,1,0,2013-05-25,97,127,M,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0
Febrero,4320,1979,D,Graduation,Single,60152.0,0,1,2013-03-28,6,325,M,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0
Febrero,5389,1964,D,Graduation,Married,48920.0,0,2,2013-10-20,93,238,M,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0
Febrero,6036,1959,D,Master,Together,89120.0,0,0,2014-03-17,78,1168,M,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0
Febrero,182,1946,D,PhD,Together,44124.0,0,1,2013-05-11,62,284,M,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0
Febrero,203,1975,D,Master,Single,81169.0,0,0,2013-04-14,47,1288,M,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0
Febrero,11025,1961,D,Graduation,Married,36443.0,1,1,2013-02-03,9,65,M,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0
Febrero,10203,1990,D,Graduation,Single,26095.0,1,0,2013-06-30,77,11,M,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,4607,1959,D,Graduation,Together,71367.0,0,0,2013-08-23,24,227,M,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0
Febrero,3711,1944,D,Master,Married,80184.0,0,0,2014-03-01,19,1035,M,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0
Febrero,3696,1965,D,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,M,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,2532,1987,D,Master,Single,73454.0,0,0,2014-03-01,95,982,M,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0
Febrero,9214,1991,D,Graduation,Married,42691.0,0,0,2013-08-16,48,179,M,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0
Febrero,4943,1953,D,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,M,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0
Febrero,35,1987,D,Graduation,Married,25545.0,1,0,2012-09-08,35,32,M,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1
Febrero,2258,1986,D,Graduation,Married,32880.0,1,0,2012-12-04,76,8,M,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,4322,1958,D,PhD,Together,77863.0,0,0,2013-11-27,20,881,M,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0
Febrero,713,1977,D,Master,Married,50353.0,0,0,2014-06-08,72,141,M,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0
Febrero,4702,1964,D,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,M,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0
Febrero,3281,1960,D,PhD,Married,49154.0,1,1,2013-11-03,69,206,M,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0
Febrero,702,1975,D,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,M,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0
Febrero,2004,1969,D,Graduation,Single,72679.0,0,1,2013-09-18,65,619,M,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0
Febrero,4769,1977,D,Master,Together,57954.0,1,1,2014-06-18,52,456,M,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0
Febrero,4437,1962,D,Graduation,Married,65316.0,1,1,2013-04-24,65,112,M,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0
Febrero,8724,1982,D,Graduation,Single,28567.0,1,0,2013-06-17,57,11,M,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,10741,1951,D,Master,Together,47352.0,0,1,2013-04-11,70,172,M,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0
Febrero,1991,1967,D,Graduation,Together,44931.0,0,1,2014-01-18,0,78,M,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,6931,1967,D,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,M,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1
Febrero,11096,1952,D,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,M,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0
Febrero,304,1981,D,Master,Single,22944.0,1,0,2013-12-23,67,19,M,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,3665,1977,D,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,M,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,10591,1969,D,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,M,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,5036,1984,D,PhD,Single,42710.0,1,0,2012-11-28,38,252,M,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0
Febrero,5547,1982,D,PhD,Married,84169.0,0,0,2013-08-07,9,1478,M,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1
Febrero,7822,1976,D,Graduation,Together,54058.0,0,1,2013-06-04,56,198,M,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0
Febrero,8541,1990,D,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,M,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,10955,1964,D,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,M,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1
Febrero,4368,1980,D,Graduation,Married,47850.0,1,0,2013-12-03,72,42,M,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0
Febrero,9671,1968,D,Graduation,Married,19514.0,1,1,2014-01-26,47,14,M,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1
Febrero,2256,1973,D,Master,Married,27159.0,1,1,2014-03-29,33,17,M,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,4279,1963,D,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,M,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0
Febrero,5371,1989,D,Graduation,Single,21474.0,1,0,2014-04-08,0,6,M,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1
Febrero,9240,1971,D,PhD,Single,60504.0,0,1,2014-02-07,73,458,M,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0
Febrero,9460,1963,D,Graduation,Married,22419.0,0,0,2013-04-18,74,30,M,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0
Febrero,9504,1949,D,Master,Married,81698.0,0,0,2013-11-06,4,179,M,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1
Febrero,8692,1952,D,Graduation,Together,43462.0,1,1,2012-09-12,50,90,M,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0
Febrero,448,1978,D,PhD,Single,54880.0,1,0,2013-03-01,57,308,M,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0
Febrero,8314,1982,D,Graduation,Married,79908.0,0,0,2013-04-05,30,557,M,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0
Febrero,8420,1970,D,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,M,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,3174,1959,D,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,M,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1
Febrero,7685,1978,D,Graduation,Married,33039.0,1,0,2013-09-09,4,30,M,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,3179,1980,D,Graduation,Single,81741.0,0,0,2013-06-16,75,249,M,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0
Febrero,9780,1971,D,Master,Together,71499.0,0,1,2013-06-25,12,465,M,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0
Febrero,10681,1970,D,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,M,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0
Febrero,10232,1963,D,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,M,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0
Febrero,4184,1950,D,PhD,Together,52157.0,0,1,2014-06-07,48,189,M,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0
Febrero,9120,1962,D,Graduation,Single,66565.0,0,1,2012-12-05,80,747,M,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0
Febrero,891,1951,D,Master,Together,29298.0,1,1,2013-09-07,60,6,M,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0
Febrero,10381,1979,D,Graduation,Single,47691.0,0,1,2013-07-05,43,14,M,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
Febrero,3525,1970,D,Graduation,Together,38200.0,1,1,2012-12-07,19,12,M,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,6818,1974,D,Graduation,Married,44989.0,0,1,2012-09-12,26,98,M,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0
Febrero,3526,1968,D,PhD,Married,38443.0,1,1,2014-01-27,58,32,M,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,8181,1978,D,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,M,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0
Febrero,1029,1970,D,PhD,Together,64413.0,0,1,2013-08-01,27,200,M,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0
Febrero,7369,1981,D,Master,Married,36959.0,1,0,2013-10-02,56,25,M,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,2574,1977,D,PhD,Married,61996.0,0,1,2013-01-31,27,1050,M,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1
Febrero,8159,1968,D,Graduation,Married,51287.0,1,1,2014-04-01,10,117,M,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0
Febrero,1160,1970,D,Graduation,Married,13260.0,1,1,2013-08-23,48,9,M,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,10242,1966,D,PhD,Together,47472.0,1,1,2013-09-16,39,56,M,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,5253,1956,D,Master,Together,54603.0,1,1,2013-07-09,85,145,M,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0
Febrero,5966,1974,D,PhD,Married,45207.0,1,1,2012-11-10,64,203,M,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0
Febrero,5314,1951,D,Graduation,Together,40689.0,0,1,2013-03-18,69,270,M,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0
Febrero,5081,1967,D,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,M,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,5123,1951,D,Master,Married,27450.0,0,0,2013-04-15,57,37,M,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0
Febrero,5756,1983,D,Graduation,Together,39453.0,1,0,2014-04-03,64,46,M,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0
Febrero,8036,1971,D,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,M,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0
Febrero,9058,1955,D,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,M,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1
Febrero,5057,1961,D,Master,Married,61794.0,0,1,2013-09-14,74,264,M,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0
Febrero,254,1955,D,Graduation,Together,53863.0,0,1,2014-05-17,4,399,M,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0
Febrero,4179,1959,D,Graduation,Together,24221.0,0,0,2013-08-20,94,8,M,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0
Febrero,3710,1984,D,PhD,Single,39684.0,1,0,2012-10-12,41,19,M,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1
Febrero,7627,1975,D,Master,Married,92163.0,0,0,2012-12-12,25,817,M,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1
Febrero,4501,1965,D,Master,Single,69882.0,0,0,2013-11-10,94,292,M,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0
Febrero,6424,1977,D,Graduation,Together,33178.0,1,0,2014-01-30,9,12,M,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0
Febrero,3075,1972,D,PhD,Married,59973.0,0,0,2013-09-11,47,130,M,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
Febrero,4992,1975,D,Master,Together,17459.0,1,0,2013-09-19,12,6,M,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1
Febrero,5252,1969,D,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,M,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,7444,1969,D,Master,Married,42169.0,1,1,2013-10-19,20,19,M,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,6919,1978,D,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,M,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0
Febrero,3537,1981,D,Graduation,Together,31089.0,1,0,2012-08-17,57,31,M,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0
Febrero,10277,1961,D,Graduation,Single,30081.0,0,1,2013-02-21,27,36,M,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,2453,1960,D,Graduation,Together,62807.0,0,1,2012-08-31,83,526,M,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0
Febrero,7972,1955,D,Graduation,Single,72906.0,0,0,2013-09-17,79,400,M,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0
Febrero,895,1948,D,PhD,Married,61467.0,0,2,2012-12-09,69,410,M,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0
Febrero,1177,1966,D,Master,Together,49618.0,1,1,2013-01-26,77,80,M,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0
Febrero,7141,1986,D,Master,Single,21888.0,1,0,2012-12-29,15,88,M,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1
Febrero,7232,1973,D,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,M,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,8477,1956,D,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,M,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,2457,1975,D,Basic,Married,30801.0,0,1,2012-10-26,23,8,M,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,988,1965,D,Graduation,Married,81168.0,0,0,2014-05-07,84,410,M,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0
Febrero,7930,1969,D,Master,Single,26877.0,0,0,2013-08-19,74,101,M,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0
Febrero,4587,1944,D,Master,Widow,45006.0,0,0,2013-07-18,90,162,M,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0
Febrero,6682,1973,D,Basic,Married,18978.0,1,0,2012-12-11,41,2,M,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0
